;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
64;7 Siizu, Sebun Sh?zu, 7 Seeds;;Tamura, Yumi (Story & Art);['Adventure', 'Drama', 'Horror', 'Shoujo'];7 Seeds;"Scientists had predicted this disaster, and in response, the leaders of every country met to develop a plan for human survival before the meteor hit. The Seven Seeds project was developed out of this meeting. Each country froze a number of young healthy people, which allowed them to survive the meteor. After the computer determined that Earth was once again safe for human life, it released them into the world.

The Japanese government created five groups of survivors: Winter group, Spring group, Summer group A, Summer group B, and Fall group. Each group consisted of seven members and one guide. The guide carried small tubes of poison on their necks to allow them to end their lives if their situation became unbearable. The Japanese government prepared seven Fuji as refuges for the groups. In each Fuji, the group would find seeds and numerous books instructing them on survival in the wilderness.";Ongoing;2002
65;7 Seeds Gaiden;TAMURA Yumi;TAMURA Yumi;['Action', 'Adventure', 'Drama', 'Romance'];7 Seeds Gaiden;The final act of 7SEEDS. What became of the people who survived to the end? Young men and women were cryogenically frozen as part of the “7SEEDS Project” in order to prevent the destruction of mankind. They came together and safely escaped from the collapsing underground. After taking on such daring struggles, they are determined to survive in this world, and they have now begun working to build a new “life” on the island of Sado.;Ongoing;
66;7 nin no Shakespeares, Nananin no Shakespeares, Seven Man Shakespeares, Seven Shakespeares, Shakespeares of the Seven Men;HAROLD Sakuishi;HAROLD Sakuishi;['Drama', 'Historical', 'Seinen'];7-nin no Shakespeare;"As the name implies, the manga deals with the ""light and darkness"" of the 16th-century London actor, playwright, and troupe manager William Shakespeare.";Ongoing;2010
67;Seventy;Kim Jae-Hee;Kim Jae-Hee;['Action', 'Seinen'];70;"From Easy Going Scans: 

70 years since the end of the Korean war, July 27, 1953. 70 years on, a new conflict arises in the Korean peninsula. The powder keg of North East Asia is lit by a small ember...

Original webtoon";Ongoing;2013
68;Nana Maru San Bantsu, 7O3X;SUGIMOTO Ikura;SUGIMOTO Ikura;['School Life', 'Seinen'];703X;"Question: What is the format of competitive quiz bowls, called ""golden rule"" by truly able players?
Answer: 7 Right 3 Wrong
Explanation: It means that one wins when he gets seven correct answers, or gets disqualifed when he gives three incorrect answers. It's a standard rule loved by competitive quiz bowl players. ";Ongoing;2010
69;7th Dragon - 7th Dragon the Comic, 7th Dragon the Comic, Seventh Dragon;DENNOU Ouwadan;SEGA;['Action', 'Shounen'];7th Dragon;;Completed;2009
70;Puberty Baby, Your Kotonoha, 7 Genme wa Himitsu, Nana Genme wa Himitsu, Shichigenme wa Himitsu;Chiba, Kozue;Chiba, Kozue;['Romance', 'School Life', 'Shoujo'];7th Period Is A Secret;Shun is a girl who used to be shy and gloomy. Wanting to change, she transforms herself into a bright girl when her family transfers into a new place. Hoping to fit in, she laughs and smile at everything agreeing with everyone. She starts to fear that her young teacher is seeing right through her. Is she just imagining, or is it true---?;Completed;2007
71;8.1 Yamada Yusuke Gekijou, 8.1 Yamada Yuusuke Gekijou, 8.1 Yamada Yuusuke's Theatre;U.G.E;YAMADA Yuusuke;['Horror', 'Mystery', 'Psychological', 'Romance', 'Shounen'];8.1 - Yamada Yuusuke Gekijou;There is a mysterious group of people who inflict cruel and fatal games on people for their own amusement. Tatsuya and Misa are out on a date in an amusement park when they wander into one of these horrific competitions on the tallest roller coaster on earth. The seats fall out of their 12-person roller coaster car, and they are told that the game will end when all but one person has fallen to their death. Will the passengers be able to find a way to escape the competition? Will there be any retribution against the orchestrators of this sick crime?;Completed;2009
72;81diver, Hachi Wan Daiba, Hachi Wan Diver;SHIBATA Yokusaru;SHIBATA Yokusaru;['Comedy', 'Drama', 'Ecchi', 'Romance', 'Seinen', 'Sports'];81 Diver;"Kentar?'s former shogi teacher taught him to (metaphorically) dive into the 81 squares of the shogi board. Thus, his nickname is ""81diver"". He has failed to enter the professional league of shogi competition. However, he continues to play the game for a living by gambling at amateur shogi clubs.";Ongoing;2006
73;87Clockers;NINOMIYA Tomoko;NINOMIYA Tomoko;['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life'];87 Clockers;"Kanade Ichinose is a violin major in his third year of college. When he first entered the university, everyone had high hopes for him, from his professors to fellow students. However, he distances himself from everyone and everything except music. He refuses to participate in competitions, as he see no point in it. When it comes time to think what he wants to do with his life, he just eases into his mother's music tutoring business. He realizes that he is a boring and pessimistic guy but has no idea how to change... or what to change into. Then, one day he sees a girl standing barefoot in the snow outside an apartment and thinks, ""If it's for her, I can change.""

This is the story of Kanade's entry into the world of Overclocking.";Ongoing;2011
74;9 no Puzzle to Mahou Tsukai;MIURA Jun;MIURA Jun;['Mystery', 'Sci-Fi', 'Seinen'];9 no Puzzle to Mahou Tsukai;;Ongoing;
75;;KIM Soo-min;WIE Sung-Soo;['Comedy', 'School Life', 'Shounen', 'Slice of Life'];A Bias Girl;Two girls start their freshmen year of highschool. However, the two girls after years of being together are seperated. One of the two does not take this easily and her world falls apart.;Ongoing;2010
76;Mong Hwan Baek Seo, Jade of Bango;IM Ae-Joo;IM Ae-Joo;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen', 'Supernatural'];A Book of Dreams;An ordinary highschool girl, Lin Seonu, who is actually a woman saint holding the 'Jade of Bango', the power of ancient times, however she does not recognize that she is a woman saint. On her seventeenth birthday, she can obtain special eyesight seeing the ghosts and she goes to school every morning with the harmless and lovely ghosts. One day, however, she has an abnormal dream, and that evening, she encounters a terrible evil spirit. She is shivering in horror, but in the very nick of time a handsome man she had seen in a dream appears to rescue her and he frees the ridiculous power that had been concealed in Lin. His name is In Mu, who says to her that he is her fiance.;Completed;2003
77;;Kuroda bb;Kuroda bb;['Comedy', 'School Life', 'Seinen', 'Slice of Life'];A Channel;"4-koma about the daily lives of Tooru who has just entered the same high school as her best and childhood friend Run-chan, who is now a second year, and her friends Yuuko-chan (whom Tooru bullies cause they meet under bad circumtances) & Nagi-chan (who watches).
";Ongoing;2009
78;Picture Book for the Demon Lord;KIM Yong-Hwan;KIM Yong-Hwan;['Adventure', 'Fantasy', 'Romance', 'Seinen'];A Fairytale for the Demon Lord;"From A Duck's Paradise:
There once was a princess who fell for a curse. Countless times have a knight come in vain attempts to save the poor princess. They all failed, killed by a demon. When a knight finally comes to defeat the demon, there appears an adventure never before predicted...";Ongoing;2010
79;A False Confession;Koo Ara;Koo Ara;['Drama', 'Fantasy', 'Romance', 'Shoujo'];A False Confession;;Ongoing;
80;Tsumi to Batsu, A Falsified Romance, Syndrome 1866, Crime and Punishment, Crime and Punishment ~A Falsified Romance~;;OCHIAI Naoyuki (Story & Art);['Action', 'Drama', 'Seinen'];A Falsified Romance;Taking inspiration from the Russian classic Crime and Punishment and then placing the behemoth of a book into a modern metropolis, Ochiai Naoyuki retells Dostoevsky`s drama from the eyes of a struggling Japanese writer. In the 2006 remake Crime and Punishment ~A Falsified Romance~ Ochiai`s lead is an incredible talent with award winning abilities. Tachi recently placed as the Best New Writer in a major literary competition, but the stress of living up to his family`s goals of him becoming a powerful man has broken him on the cusp of greatness. He dropped out of college. However after moving to Tokyo he struggles with his identity and the duality of life in this surreal megalopolis. Despite being recognized for his tremendous potential, success does not come quite as easy, and life is a constant struggle. For Tachi Miroku life is nothing but a battle, with his past and his moral fiber. He hasn`t been to work in four months and his dreams are a total mess filled with abuse, taunting, and the strong smell of blood. Tachi is alone and without direction in life right now. You could say he is a hikkikomori but that is only where his troubles start.;Ongoing;2007
81;A Guide to Proper Dating;Namsoo;Namsoo;['Comedy', 'Romance', 'School Life', 'Shoujo'];A Guide to Proper Dating;;Ongoing;
82;A Gust of Wind Blows at Daybreak;Jing Ning;Jing Ning;['Adventure', 'Fantasy', 'Mystery'];A Gust of Wind Blows at Daybreak;"A child who bring misfortune to those close to him and his friend embark on a thrilling journey to solve the mysteries in their lives.

";Ongoing;
83;A Lollipop or a Bullet, A Lollypop or a Bullet, Sugar Candy Bullets Can’t Pierce Anything;;SAKURABA Kazuki (Story), SUGIMOTO Iqura (Art);['Drama', 'School Life', 'Shoujoai', 'Shounen', 'Tragedy'];A Lollipop or a Bullet;A Lollipop or a Bullet is a short manga based on the book ?????????????? (Sugar Candy Bullets Can’t Pierce Anything). The plot follows two girls and their summer in a rural area.;Ongoing;2007
84;Sarangjigi, A Love Guard (HWANG Mi Ri);HWANG Mi-Ri;HWANG Mi-Ri;['Action', 'Comedy', 'Romance', 'School Life', 'Shoujo'];A Love Guard;"Don't be confused with Hwang Mi Ri's ""Love Fantasy.""
as both Titles have ""Love Fantasy""

A wedding engagement from love between a girl and a guy since they were children (6 years-old and 4 years-old). About ten years later, will their love still be the same? Will they have a happy ending?";Completed;2000
85;A Love That Feels The Cold;YUKI Haruko;YUKI Haruko;['Drama', 'One Shot', 'Shounenai'];A Love That Feels The Cold;"A sixteen page seasonal short! Futaba, the loneliest gay student in the world, has a crush on his best friend, Toki. But Toki is straight, and Futaba will never do anything to mess up their friendship...

";Ongoing;
86;Nisennme no Propose, Nisenme no Proposal, Nisennme no Proposal, Three Wishes (AKINO Matsuri);AKINO Matsuri;Darlene Scalera;['Fantasy', 'Josei', 'Romance'];A Man for Megan;"""Working at a small town plant, scrimping to save for the wedding of her dreams and wanting nothing more than security, Megan definitely wasnt ready for the genie that popped out of her garage sale crock pot, or the trouble his promised three wishes could cause.""

—Debbie Richardson

Manga adaptation of A Man for Megan, a romance novel by Darlene Scalera.";Completed;2004
87;Yasashii Sekai no Tsukuruikata, Methed to Make the Gentle World, A Method to Make the World Gentle, How to Make the World Gentle;;TAKEBA Kumiko (Story & Art);['Drama', 'School Life', 'Shounen'];A Method to Make the World Gentle;Yuu Tomonoga is a genius who was accepted to an American university at the young age of 13 and later accepted into the university`s graduate program. Unfortunately, he loses funding for his research, but decides to drop out and continue the research on his own. He travels back to Japan in hopes of getting funding, but he quickly runs out of money for daily living. Luckily, he gets a call from an old friend and accepts his offer to teach at an all-girls school.;Ongoing;2010
88;;;Huang Jia Li;['Action', 'Romance', 'Shoujo', 'Supernatural', 'Tragedy'];A Midsummer Night's Dream;;Completed;1999
89;A Period of Bandaged Girls;Sudou Yumi;Sudou Yumi;['Romance', 'Shoujoai'];A Period of Bandaged Girls;;Ongoing;
